0	5e-05	0
1	0.00015	31.958545
2	0.00025	110.29226
3	0.00035	195.98552
4	0.00045	274.92414
5	0.00055	356.28232
6	0.00065	444.29434
7	0.00075	515.06689
8	0.00085	579.18561
9	0.00095	611.34579
10	0.00105	628.38362
11	0.00115	613.56373
12	0.00125	602.97809
13	0.00135	543.90015
14	0.00145	511.53835
15	0.00155	474.03494
16	0.00165	401.54853
17	0.00175	362.02881
18	0.00185	311.01612
19	0.00195	272.80701
20	0.00205	225.72612
21	0.00215	206.36953
22	0.00225	181.66971
23	0.00235	156.56662
24	0.00245	140.13368
25	0.00255	113.31673
26	0.00265	96.379712
27	0.00275	84.584287
28	0.00285	79.745138
29	0.00295	66.135032
30	0.00305	56.053473
31	0.00315	52.726558
32	0.00325	46.778438
33	0.00335	39.519714
34	0.00345	35.386275
35	0.00355	35.285459
36	0.00365	32.765069
37	0.00375	24.195744
38	0.00385	24.800637
39	0.00395	21.9778
40	0.00405	19.759857
41	0.00415	19.759857
42	0.00425	15.525602
43	0.00435	18.146808
44	0.00445	16.533758
45	0.00455	17.441098
46	0.00465	15.021524
47	0.00475	13.408475
48	0.00485	13.206843
49	0.00495	11.896241
50	0.00505	12.400319
51	0.00515	13.206843
52	0.00525	12.097872
53	0.00535	11.392163
54	0.00545	9.3758506
55	0.00555	11.492978
56	0.00565	10.484822
57	0.00575	9.3758506
58	0.00585	10.686453
59	0.00595	10.686453
60	0.00605	8.3676946
61	0.00615	10.384007
62	0.00625	5.5448579
63	0.00635	8.3676946
64	0.00645	7.9644323
65	0.00655	7.1579075
66	0.00665	7.9644323
67	0.00675	5.5448579
68	0.00685	6.0489359
69	0.00695	7.6619855
70	0.00705	6.8554607
71	0.00715	6.0489359
72	0.00725	4.3350707
73	0.00735	4.8391487
74	0.00745	4.7383331
75	0.00755	3.6293615
76	0.00765	4.1334395
77	0.00775	3.8309927
78	0.00785	3.4277303
79	0.00795	3.4277303
80	0.00805	3.1252835
81	0.00815	3.0244679
82	0.00825	2.9236523
83	0.00835	2.8228367
84	0.00845	2.4195744
85	0.00855	2.52039
86	0.00865	2.6212056
87	0.00875	2.2179432
88	0.00885	3.0244679
89	0.00895	2.4195744
90	0.00905	2.2179432
91	0.00915	1.7138652
92	0.00925	2.016312
93	0.00935	2.016312
94	0.00945	2.016312
95	0.00955	2.4195744
96	0.00965	2.1171276
97	0.00975	1.4114184
98	0.00985	2.52039
99	0.00995	1.008156
